,user_id,follow_user_id,strength,Unnamed: 0_actual,id_actual,name_actual,screen_name_actual,statuses_count_actual,followers_count_actual,friends_count_actual,favourites_count_actual,Account Type_actual,Group Type_actual,Unnamed: 0_follows,id_follows,name_follows,screen_name_follows,statuses_count_follows,followers_count_follows,friends_count_follows,favourites_count_follows,Account Type_follows,Group Type_follows
2992,1273211407.0,1273211443.0,2,915.0,1273211407.0,L'Aretina,AretinaNoiosa,1253.0,1406.0,1996.0,1.0,spam,social,916.0,1273211443.0,Abbracciati&Baciati,Abbaciati,1241.0,1867.0,1643.0,1.0,spam,social
2998,1273211407.0,1273211407.0,36,915.0,1273211407.0,L'Aretina,AretinaNoiosa,1253.0,1406.0,1996.0,1.0,spam,social,915.0,1273211407.0,L'Aretina,AretinaNoiosa,1253.0,1406.0,1996.0,1.0,spam,social
3278,1536537319.0,1536537319.0,15,922.0,1536537319.0,Luciano Parisi,_THESIGN_,607.0,450.0,1312.0,42.0,spam,social,922.0,1536537319.0,Luciano Parisi,_THESIGN_,607.0,450.0,1312.0,42.0,spam,social
3838,2165578174.0,2165578174.0,36,924.0,2165578174.0,[♡] ,katherynsmiles,2141.0,81.0,125.0,865.0,spam,social,924.0,2165578174.0,[♡] ,katherynsmiles,2141.0,81.0,125.0,865.0,spam,social
3856,2219907259.0,1273211443.0,46,925.0,2219907259.0,Ciro,CiroVener,779.0,4713.0,5142.0,0.0,spam,social,916.0,1273211443.0,Abbracciati&Baciati,Abbaciati,1241.0,1867.0,1643.0,1.0,spam,social
3864,2221181299.0,538864438.0,22,926.0,2221181299.0,Maurizio Bombardieri,bombarden,768.0,2560.0,2814.0,0.0,spam,social,661.0,538864438.0,Bia,BeaTuscolo,216.0,4289.0,4559.0,0.0,spam,social
4307,2266513298.0,2266513298.0,37,931.0,2266513298.0,#Citazioni BOT,JQuotesBOT,9794.0,350.0,5.0,43.0,spam,social,931.0,2266513298.0,#Citazioni BOT,JQuotesBOT,9794.0,350.0,5.0,43.0,spam,social
4442,2268598591.0,1273211443.0,36,935.0,2268598591.0,katerina Blat,katerinablat,523.0,5687.0,6170.0,0.0,spam,social,916.0,1273211443.0,Abbracciati&Baciati,Abbaciati,1241.0,1867.0,1643.0,1.0,spam,social
4443,2268606518.0,1273211443.0,23,936.0,2268606518.0,Ariela Monella,arielamonella,213.0,31.0,85.0,0.0,spam,social,916.0,1273211443.0,Abbracciati&Baciati,Abbaciati,1241.0,1867.0,1643.0,1.0,spam,social
4444,2268606518.0,1273211407.0,38,936.0,2268606518.0,Ariela Monella,arielamonella,213.0,31.0,85.0,0.0,spam,social,915.0,1273211407.0,L'Aretina,AretinaNoiosa,1253.0,1406.0,1996.0,1.0,spam,social
4445,2268625764.0,1273211443.0,2,937.0,2268625764.0,alessandro genova,alegenova77,553.0,6777.0,7136.0,0.0,spam,social,916.0,1273211443.0,Abbracciati&Baciati,Abbaciati,1241.0,1867.0,1643.0,1.0,spam,social
4450,2270222940.0,2270222940.0,39,938.0,2270222940.0,Uomo Gentiluomo,uomogentiluomo,1081.0,17.0,17.0,0.0,spam,social,938.0,2270222940.0,Uomo Gentiluomo,uomogentiluomo,1081.0,17.0,17.0,0.0,spam,social
4451,2270461687.0,1273211443.0,7,939.0,2270461687.0,Laura proietti,lauraproietti29,601.0,7955.0,8018.0,0.0,spam,social,916.0,1273211443.0,Abbracciati&Baciati,Abbaciati,1241.0,1867.0,1643.0,1.0,spam,social
4452,2270691548.0,1273211443.0,11,940.0,2270691548.0,Mino Valiano,minovaliano,547.0,1276.0,1918.0,0.0,spam,social,916.0,1273211443.0,Abbracciati&Baciati,Abbaciati,1241.0,1867.0,1643.0,1.0,spam,social
4455,2272013406.0,1273211443.0,13,944.0,2272013406.0,chiara garal,chiaragaral,524.0,7530.0,8101.0,0.0,spam,social,916.0,1273211443.0,Abbracciati&Baciati,Abbaciati,1241.0,1867.0,1643.0,1.0,spam,social
4456,2272022072.0,1273211443.0,37,945.0,2272022072.0,mario coletta,mariocoletta,534.0,1514.0,1212.0,0.0,spam,social,916.0,1273211443.0,Abbracciati&Baciati,Abbaciati,1241.0,1867.0,1643.0,1.0,spam,social
4457,2272038535.0,1273211443.0,28,946.0,2272038535.0,LauraManasse,lauramanasse,550.0,540.0,213.0,0.0,spam,social,916.0,1273211443.0,Abbracciati&Baciati,Abbaciati,1241.0,1867.0,1643.0,1.0,spam,social
4458,2272611686.0,1273211443.0,36,947.0,2272611686.0,Silvia Borgata,silviaborgata,532.0,4645.0,4255.0,0.0,spam,social,916.0,1273211443.0,Abbracciati&Baciati,Abbaciati,1241.0,1867.0,1643.0,1.0,spam,social
4460,2272865846.0,1273211443.0,5,950.0,2272865846.0,fulvio colore,Fulviocolore,435.0,286.0,272.0,0.0,spam,social,916.0,1273211443.0,Abbracciati&Baciati,Abbaciati,1241.0,1867.0,1643.0,1.0,spam,social
4461,2273349732.0,1273211443.0,31,951.0,2273349732.0,Alessandro,alessandrucarla,502.0,1475.0,1870.0,0.0,spam,social,916.0,1273211443.0,Abbracciati&Baciati,Abbaciati,1241.0,1867.0,1643.0,1.0,spam,social
4463,2274212730.0,1273211443.0,19,955.0,2274212730.0,ninasimonam,ninasimonam,421.0,417.0,342.0,0.0,spam,social,916.0,1273211443.0,Abbracciati&Baciati,Abbaciati,1241.0,1867.0,1643.0,1.0,spam,social
4464,2274254095.0,1273211443.0,13,956.0,2274254095.0,carlo mistoni,carlomistoni,490.0,1315.0,1654.0,0.0,spam,social,916.0,1273211443.0,Abbracciati&Baciati,Abbaciati,1241.0,1867.0,1643.0,1.0,spam,social
4468,2274833028.0,1273211443.0,9,958.0,2274833028.0,morena bisceglie,morenabisceglie,563.0,9361.0,9921.0,0.0,spam,social,916.0,1273211443.0,Abbracciati&Baciati,Abbaciati,1241.0,1867.0,1643.0,1.0,spam,social
4470,2275740517.0,1273211443.0,19,961.0,2275740517.0,miriana folco,mirianafolco,519.0,1605.0,1786.0,0.0,spam,social,916.0,1273211443.0,Abbracciati&Baciati,Abbaciati,1241.0,1867.0,1643.0,1.0,spam,social
4473,2276558466.0,1273211443.0,12,966.0,2276558466.0,mario mingons,mariomingons,483.0,5089.0,5293.0,0.0,spam,social,916.0,1273211443.0,Abbracciati&Baciati,Abbaciati,1241.0,1867.0,1643.0,1.0,spam,social
4474,2277224702.0,1273211443.0,42,967.0,2277224702.0,fabiocarelsi,fabiocarelsi,523.0,2569.0,2608.0,0.0,spam,social,916.0,1273211443.0,Abbracciati&Baciati,Abbaciati,1241.0,1867.0,1643.0,1.0,spam,social
4477,2279233926.0,1273211443.0,7,975.0,2279233926.0,carlogiglietti,carlogiglietti,239.0,224.0,177.0,0.0,spam,social,916.0,1273211443.0,Abbracciati&Baciati,Abbaciati,1241.0,1867.0,1643.0,1.0,spam,social
4478,2280712068.0,1273211443.0,19,976.0,2280712068.0,Andrea Smiti,AndreaSmiti,473.0,4627.0,4888.0,0.0,spam,social,916.0,1273211443.0,Abbracciati&Baciati,Abbaciati,1241.0,1867.0,1643.0,1.0,spam,social
4482,2280715062.0,1273211443.0,14,977.0,2280715062.0,Luca Svazi,LutherSwanner,480.0,1632.0,2003.0,0.0,spam,social,916.0,1273211443.0,Abbracciati&Baciati,Abbaciati,1241.0,1867.0,1643.0,1.0,spam,social
4483,2281067444.0,1273211443.0,29,978.0,2281067444.0,Dario Carati,DarioCarati,446.0,4897.0,5367.0,0.0,spam,social,916.0,1273211443.0,Abbracciati&Baciati,Abbaciati,1241.0,1867.0,1643.0,1.0,spam,social
4486,2281337544.0,2274103146.0,24,980.0,2281337544.0,Mirko,MirkoSileri,469.0,4098.0,4507.0,0.0,spam,social,953.0,2274103146.0,miriam glok,miriamglok,544.0,4850.0,4920.0,0.0,spam,social
4488,2281419193.0,1273211443.0,18,982.0,2281419193.0,Erwin Beaver,ErwinBeaver,472.0,1547.0,1242.0,0.0,spam,social,916.0,1273211443.0,Abbracciati&Baciati,Abbaciati,1241.0,1867.0,1643.0,1.0,spam,social
4489,2281727881.0,1273211443.0,6,984.0,2281727881.0,david segrenati,davidsegrenati,476.0,1184.0,1497.0,0.0,spam,social,916.0,1273211443.0,Abbracciati&Baciati,Abbaciati,1241.0,1867.0,1643.0,1.0,spam,social
4490,2281756927.0,1273211443.0,38,985.0,2281756927.0,Davidino,davidinomin,489.0,1087.0,1537.0,0.0,spam,social,916.0,1273211443.0,Abbracciati&Baciati,Abbaciati,1241.0,1867.0,1643.0,1.0,spam,social
4491,2286273170.0,1273211443.0,31,986.0,2286273170.0,falomar,paolofalomar,450.0,4455.0,4844.0,0.0,spam,social,916.0,1273211443.0,Abbracciati&Baciati,Abbaciati,1241.0,1867.0,1643.0,1.0,spam,social
4492,2290264806.0,1273211443.0,46,988.0,2290264806.0,Enzo,enzocolecchia,485.0,4669.0,5117.0,0.0,spam,social,916.0,1273211443.0,Abbracciati&Baciati,Abbaciati,1241.0,1867.0,1643.0,1.0,spam,social
4503,2398910547.0,2398910547.0,39,989.0,2398910547.0,Southern Fields,southern_fields,730.0,1132.0,914.0,557.0,spam,social,989.0,2398910547.0,Southern Fields,southern_fields,730.0,1132.0,914.0,557.0,spam,social
4535,10935572.0,10935572.0,46,11.0,10935572.0,clareanderson,clarebear4,557.0,171.0,1398.0,7.0,fake,fake,11.0,10935572.0,clareanderson,clarebear4,557.0,171.0,1398.0,7.0,fake,fake
4771,26778002.0,26778002.0,29,26.0,26778002.0,M,buryourself,1513.0,492.0,2004.0,2.0,fake,fake,26.0,26778002.0,M,buryourself,1513.0,492.0,2004.0,2.0,fake,fake
4914,29940598.0,29940598.0,24,31.0,29940598.0,fashion,wilkison_fs,62.0,8.0,385.0,0.0,fake,fake,31.0,29940598.0,fashion,wilkison_fs,62.0,8.0,385.0,0.0,fake,fake
5028,39328305.0,39328305.0,48,49.0,39328305.0,Reema Kundnani,reemakundnani,90.0,109.0,425.0,0.0,fake,fake,49.0,39328305.0,Reema Kundnani,reemakundnani,90.0,109.0,425.0,0.0,fake,fake
5098,48364513.0,48364513.0,40,63.0,48364513.0,Marcos Oliveros,MARCOSRAMON,138.0,30.0,566.0,0.0,fake,fake,63.0,48364513.0,Marcos Oliveros,MARCOSRAMON,138.0,30.0,566.0,0.0,fake,fake
5167,56484656.0,56484656.0,44,82.0,56484656.0,Daniel de Oliveira ,opjockdan,23.0,31.0,593.0,0.0,fake,fake,82.0,56484656.0,Daniel de Oliveira ,opjockdan,23.0,31.0,593.0,0.0,fake,fake
5397,69406812.0,69406812.0,4,115.0,69406812.0,Robert Esson,esson316,489.0,17.0,636.0,1.0,fake,fake,115.0,69406812.0,Robert Esson,esson316,489.0,17.0,636.0,1.0,fake,fake
5682,83293188.0,83293188.0,33,150.0,83293188.0,Marilyn Chua,MChuaWY,1017.0,198.0,1045.0,217.0,fake,fake,150.0,83293188.0,Marilyn Chua,MChuaWY,1017.0,198.0,1045.0,217.0,fake,fake
5777,91781300.0,91781300.0,43,164.0,91781300.0,th,thamikins_,4795.0,490.0,736.0,14.0,fake,fake,164.0,91781300.0,th,thamikins_,4795.0,490.0,736.0,14.0,fake,fake
5868,95695519.0,95695519.0,38,173.0,95695519.0,BagRa,carlbaggy,28.0,8.0,498.0,3.0,fake,fake,173.0,95695519.0,BagRa,carlbaggy,28.0,8.0,498.0,3.0,fake,fake
6153,97904722.0,97904722.0,27,183.0,97904722.0,Aries jayakonstruksi,CJayakonstruksi,232.0,67.0,673.0,1.0,fake,fake,183.0,97904722.0,Aries jayakonstruksi,CJayakonstruksi,232.0,67.0,673.0,1.0,fake,fake
6318,106595346.0,106595346.0,3,203.0,106595346.0,claudia gonzalez,claudita_37,155.0,33.0,718.0,0.0,fake,fake,203.0,106595346.0,claudia gonzalez,claudita_37,155.0,33.0,718.0,0.0,fake,fake
6415,107914508.0,107914508.0,25,206.0,107914508.0,José Zepeda,ppzepeda,3228.0,1167.0,1621.0,13.0,fake,fake,206.0,107914508.0,José Zepeda,ppzepeda,3228.0,1167.0,1621.0,13.0,fake,fake
6653,109553706.0,109553706.0,37,212.0,109553706.0,yaro jackson,purisar,635.0,31.0,451.0,30.0,fake,fake,212.0,109553706.0,yaro jackson,purisar,635.0,31.0,451.0,30.0,fake,fake
6733,121480993.0,121480993.0,18,237.0,121480993.0,arianto wibowo,ariantoairial,257.0,59.0,570.0,0.0,fake,fake,237.0,121480993.0,arianto wibowo,ariantoairial,257.0,59.0,570.0,0.0,fake,fake
6823,123222267.0,123222267.0,13,4.0,123222267.0,Malek Khalaf,MalekKhalaf,987.0,60.0,521.0,61.0,fake,fake,4.0,123222267.0,Malek Khalaf,MalekKhalaf,987.0,60.0,521.0,61.0,fake,fake
6849,123358291.0,123358291.0,11,242.0,123358291.0,Eduardo Huguet,EduardoHuguet,66.0,68.0,623.0,2.0,fake,fake,242.0,123358291.0,Eduardo Huguet,EduardoHuguet,66.0,68.0,623.0,2.0,fake,fake
6869,127375715.0,127375715.0,42,252.0,127375715.0,Adrian Zepeda,azemon200,244.0,31.0,597.0,2.0,fake,fake,252.0,127375715.0,Adrian Zepeda,azemon200,244.0,31.0,597.0,2.0,fake,fake
6968,138211958.0,138211958.0,8,277.0,138211958.0,willy garcia,ochin263,381.0,41.0,570.0,1.0,fake,fake,277.0,138211958.0,willy garcia,ochin263,381.0,41.0,570.0,1.0,fake,fake
7053,143972736.0,143972736.0,33,286.0,143972736.0,mariana oliveira,mariiipretty,29.0,10.0,439.0,7.0,fake,fake,286.0,143972736.0,mariana oliveira,mariiipretty,29.0,10.0,439.0,7.0,fake,fake
7205,154237500.0,154237500.0,8,310.0,154237500.0,moc cando,moc_cando,17.0,1.0,404.0,1.0,fake,fake,310.0,154237500.0,moc cando,moc_cando,17.0,1.0,404.0,1.0,fake,fake
7299,157614264.0,157614264.0,47,320.0,157614264.0,(폭파됨),Ciel_Noct,33128.0,248.0,348.0,765.0,fake,fake,320.0,157614264.0,(폭파됨),Ciel_Noct,33128.0,248.0,348.0,765.0,fake,fake
7306,157864555.0,157864555.0,8,322.0,157864555.0,Nadia Santillán,nasantillan,10.0,13.0,539.0,0.0,fake,fake,322.0,157864555.0,Nadia Santillán,nasantillan,10.0,13.0,539.0,0.0,fake,fake
7356,164176771.0,164176771.0,5,334.0,164176771.0,Le Duc,realLeDuc,48.0,12.0,453.0,0.0,fake,fake,334.0,164176771.0,Le Duc,realLeDuc,48.0,12.0,453.0,0.0,fake,fake
7392,164508239.0,164508239.0,12,337.0,164508239.0,Onyx Team,xI_Omnimon_Ix,510.0,77.0,743.0,43.0,fake,fake,337.0,164508239.0,Onyx Team,xI_Omnimon_Ix,510.0,77.0,743.0,43.0,fake,fake
7430,167566699.0,167566699.0,28,340.0,167566699.0,@LuannaLiindiinh@,lya_lokinha,49.0,11.0,631.0,1.0,fake,fake,340.0,167566699.0,@LuannaLiindiinh@,lya_lokinha,49.0,11.0,631.0,1.0,fake,fake
7540,169141228.0,169141228.0,2,345.0,169141228.0,Yimara Cozzarelli,yimarcozzarelli,28.0,18.0,606.0,0.0,fake,fake,345.0,169141228.0,Yimara Cozzarelli,yimarcozzarelli,28.0,18.0,606.0,0.0,fake,fake
7608,169147207.0,169147207.0,10,346.0,169147207.0,Paulo H.Garajau,__Garajau,2760.0,108.0,794.0,52.0,fake,fake,346.0,169147207.0,Paulo H.Garajau,__Garajau,2760.0,108.0,794.0,52.0,fake,fake
7658,169433349.0,169433349.0,18,347.0,169433349.0,prokia,seeprokia,77.0,25.0,597.0,1.0,fake,fake,347.0,169433349.0,prokia,seeprokia,77.0,25.0,597.0,1.0,fake,fake
7678,171081216.0,171081216.0,43,353.0,171081216.0,김태희,hyojin0124,70.0,5.0,310.0,28.0,fake,fake,353.0,171081216.0,김태희,hyojin0124,70.0,5.0,310.0,28.0,fake,fake
7852,184922888.0,184922888.0,34,371.0,184922888.0,Wilberth ,sparkmoren,10.0,3.0,412.0,3.0,fake,fake,371.0,184922888.0,Wilberth ,sparkmoren,10.0,3.0,412.0,3.0,fake,fake
7859,189015964.0,189015964.0,44,377.0,189015964.0,Андрей ,argo_br,330.0,7.0,577.0,16.0,fake,fake,377.0,189015964.0,Андрей ,argo_br,330.0,7.0,577.0,16.0,fake,fake
7880,190796770.0,190796770.0,22,384.0,190796770.0,Ben Wighton,Weeben85,65.0,68.0,832.0,12.0,fake,fake,384.0,190796770.0,Ben Wighton,Weeben85,65.0,68.0,832.0,12.0,fake,fake
8007,192193390.0,192193390.0,41,386.0,192193390.0,ItsukiWTF,zodiacoparty,10.0,22.0,583.0,0.0,fake,fake,386.0,192193390.0,ItsukiWTF,zodiacoparty,10.0,22.0,583.0,0.0,fake,fake
8012,192269471.0,192269471.0,27,387.0,192269471.0,Enrique Lopez,Wacka11,266.0,39.0,286.0,0.0,fake,fake,387.0,192269471.0,Enrique Lopez,Wacka11,266.0,39.0,286.0,0.0,fake,fake
8194,201350011.0,201350011.0,1,407.0,201350011.0,Juan Harvey Vela B,jharveyvela,224.0,80.0,1124.0,0.0,fake,fake,407.0,201350011.0,Juan Harvey Vela B,jharveyvela,224.0,80.0,1124.0,0.0,fake,fake
8359,220933018.0,220933018.0,11,436.0,220933018.0,theflamingonewspaper,TheFlamingonews,4538.0,72.0,992.0,4.0,fake,fake,436.0,220933018.0,theflamingonewspaper,TheFlamingonews,4538.0,72.0,992.0,4.0,fake,fake
8407,228564932.0,228564932.0,18,447.0,228564932.0,Evelyn Garduño ,nylevefb,1415.0,202.0,1595.0,43.0,fake,fake,447.0,228564932.0,Evelyn Garduño ,nylevefb,1415.0,202.0,1595.0,43.0,fake,fake
8769,230030181.0,230030181.0,31,452.0,230030181.0,BELIENATOR FOREVER,alma_swagger,3048.0,242.0,817.0,224.0,fake,fake,452.0,230030181.0,BELIENATOR FOREVER,alma_swagger,3048.0,242.0,817.0,224.0,fake,fake
8915,240418696.0,240418696.0,15,470.0,240418696.0,NURŞEN AKBOĞA,nrsn_akbga,4273.0,932.0,589.0,70.0,fake,fake,470.0,240418696.0,NURŞEN AKBOĞA,nrsn_akbga,4273.0,932.0,589.0,70.0,fake,fake
9060,243556904.0,243556904.0,1,478.0,243556904.0,steensels erik,PVDAPLUS,9.0,7.0,571.0,0.0,fake,fake,478.0,243556904.0,steensels erik,PVDAPLUS,9.0,7.0,571.0,0.0,fake,fake
9089,247979863.0,247979863.0,41,489.0,247979863.0,valeria guadarrama ,vallebonita,13.0,11.0,626.0,0.0,fake,fake,489.0,247979863.0,valeria guadarrama ,vallebonita,13.0,11.0,626.0,0.0,fake,fake
9096,250216358.0,250216358.0,43,493.0,250216358.0,Arianny E Sanchez,aesa75,24.0,21.0,386.0,2.0,fake,fake,493.0,250216358.0,Arianny E Sanchez,aesa75,24.0,21.0,386.0,2.0,fake,fake
9102,250440746.0,250440746.0,49,495.0,250440746.0,wesley matos antunes,_bwesley,30.0,6.0,559.0,1.0,fake,fake,495.0,250440746.0,wesley matos antunes,_bwesley,30.0,6.0,559.0,1.0,fake,fake
9242,261627134.0,261627134.0,6,525.0,261627134.0,عبدالمجيدعبدالله,cool9010,170.0,61.0,490.0,0.0,fake,fake,525.0,261627134.0,عبدالمجيدعبدالله,cool9010,170.0,61.0,490.0,0.0,fake,fake
9276,270494010.0,270494010.0,45,537.0,270494010.0,rick thomasse,rickyboyhrdc,6995.0,98.0,480.0,5.0,fake,fake,537.0,270494010.0,rick thomasse,rickyboyhrdc,6995.0,98.0,480.0,5.0,fake,fake
9452,292533078.0,292533078.0,13,563.0,292533078.0,Jenny Santana Avila♥,Periodista_30,115.0,24.0,666.0,3.0,fake,fake,563.0,292533078.0,Jenny Santana Avila♥,Periodista_30,115.0,24.0,666.0,3.0,fake,fake
9614,303469076.0,303469076.0,20,582.0,303469076.0,Jorge Ivan NavaOzuna,NavaOzuna,2.0,2.0,564.0,0.0,fake,fake,582.0,303469076.0,Jorge Ivan NavaOzuna,NavaOzuna,2.0,2.0,564.0,0.0,fake,fake
9619,303932719.0,303932719.0,34,583.0,303932719.0,DATTARAM  PARAB,DATTARAMPARAB,1378.0,48.0,1998.0,1108.0,fake,fake,583.0,303932719.0,DATTARAM  PARAB,DATTARAMPARAB,1378.0,48.0,1998.0,1108.0,fake,fake
9636,308717452.0,308717452.0,27,589.0,308717452.0,Rhianne,rhianne6,336.0,36.0,520.0,0.0,fake,fake,589.0,308717452.0,Rhianne,rhianne6,336.0,36.0,520.0,0.0,fake,fake
9673,311705162.0,311705162.0,38,594.0,311705162.0,MILCIADES FELIZ,kaballona,74.0,16.0,627.0,2.0,fake,fake,594.0,311705162.0,MILCIADES FELIZ,kaballona,74.0,16.0,627.0,2.0,fake,fake
9725,317330851.0,317330851.0,43,601.0,317330851.0,jessica,MilkJeh,100.0,9.0,564.0,0.0,fake,fake,601.0,317330851.0,jessica,MilkJeh,100.0,9.0,564.0,0.0,fake,fake
9776,325772833.0,325772833.0,40,612.0,325772833.0,Maria Suelly Balbo,SuellyBalbo,2421.0,22.0,550.0,0.0,fake,fake,612.0,325772833.0,Maria Suelly Balbo,SuellyBalbo,2421.0,22.0,550.0,0.0,fake,fake
9825,337653685.0,337653685.0,13,631.0,337653685.0,Caribe Jonge ,StoutGeil,4893.0,393.0,1287.0,103.0,fake,fake,631.0,337653685.0,Caribe Jonge ,StoutGeil,4893.0,393.0,1287.0,103.0,fake,fake
10160,351889016.0,351889016.0,16,652.0,351889016.0,Cindy Lp ^^,cindylorena17,32.0,10.0,645.0,0.0,fake,fake,652.0,351889016.0,Cindy Lp ^^,cindylorena17,32.0,10.0,645.0,0.0,fake,fake
10181,355821619.0,355821619.0,29,656.0,355821619.0,tim mistry,timdogg84,21.0,140.0,755.0,6.0,fake,fake,656.0,355821619.0,tim mistry,timdogg84,21.0,140.0,755.0,6.0,fake,fake
10200,356172796.0,356172796.0,22,659.0,356172796.0,ecomedya,ecomedya,135.0,60.0,511.0,1.0,fake,fake,659.0,356172796.0,ecomedya,ecomedya,135.0,60.0,511.0,1.0,fake,fake
10329,383379752.0,383379752.0,4,688.0,383379752.0,A.C.A.B,BriffauNicolas,446.0,37.0,479.0,3.0,fake,fake,688.0,383379752.0,A.C.A.B,BriffauNicolas,446.0,37.0,479.0,3.0,fake,fake
10380,389632220.0,389632220.0,32,695.0,389632220.0,ömer örgücü,omeorgucu,93.0,45.0,442.0,7.0,fake,fake,695.0,389632220.0,ömer örgücü,omeorgucu,93.0,45.0,442.0,7.0,fake,fake
10536,402630337.0,402630337.0,26,714.0,402630337.0,Negro Fernandez,negrofernandez6,304.0,39.0,491.0,7.0,fake,fake,714.0,402630337.0,Negro Fernandez,negrofernandez6,304.0,39.0,491.0,7.0,fake,fake
10550,407371142.0,407371142.0,7,716.0,407371142.0,Bambi Ariza,Bambhidholl,29.0,13.0,437.0,1.0,fake,fake,716.0,407371142.0,Bambi Ariza,Bambhidholl,29.0,13.0,437.0,1.0,fake,fake
10608,450179797.0,450179797.0,12,748.0,450179797.0,Rocio sanchez ,LaRocio87,76.0,15.0,289.0,1.0,fake,fake,748.0,450179797.0,Rocio sanchez ,LaRocio87,76.0,15.0,289.0,1.0,fake,fake
10649,451920644.0,451920644.0,6,749.0,451920644.0, محمد ناصر الخميس,buWahag,190.0,56.0,492.0,6.0,fake,fake,749.0,451920644.0, محمد ناصر الخميس,buWahag,190.0,56.0,492.0,6.0,fake,fake
10734,475035176.0,475035176.0,30,763.0,475035176.0,Jozef Nakielski,JozefNakielski,112.0,16.0,420.0,0.0,fake,fake,763.0,475035176.0,Jozef Nakielski,JozefNakielski,112.0,16.0,420.0,0.0,fake,fake
10750,481928900.0,481928900.0,13,768.0,481928900.0,Liam Fairhurst,Hepher88,56.0,3.0,390.0,0.0,fake,fake,768.0,481928900.0,Liam Fairhurst,Hepher88,56.0,3.0,390.0,0.0,fake,fake
10792,514818877.0,514818877.0,43,785.0,514818877.0,JORIS BRB,ALK44000,57.0,7.0,211.0,0.0,fake,fake,785.0,514818877.0,JORIS BRB,ALK44000,57.0,7.0,211.0,0.0,fake,fake
10853,611817370.0,611817370.0,34,828.0,611817370.0,karolina  hernandez ,karolynhernand6,106.0,16.0,505.0,2.0,fake,fake,828.0,611817370.0,karolina  hernandez ,karolynhernand6,106.0,16.0,505.0,2.0,fake,fake
10896,837889771.0,837889771.0,5,837.0,837889771.0,Jhuanna Soller,jhuannass,244.0,38.0,518.0,9.0,fake,fake,837.0,837889771.0,Jhuanna Soller,jhuannass,244.0,38.0,518.0,9.0,fake,fake
10990,678033.0,678033.0,47,2274.0,678033.0,Heather Gold,heathr,45825.0,7065.0,1822.0,3804.0,real,genuine,2274.0,678033.0,Heather Gold,heathr,45825.0,7065.0,1822.0,3804.0,real,genuine
11367,722623.0,722623.0,28,257.0,722623.0,Buzz Jackson,BuzzJackson,11770.0,1577.0,678.0,634.0,real,genuine,257.0,722623.0,Buzz Jackson,BuzzJackson,11770.0,1577.0,678.0,634.0,real,genuine
11678,755116.0,755116.0,36,2253.0,755116.0,呉⚛,gullevek,39158.0,623.0,529.0,42.0,real,genuine,2253.0,755116.0,呉⚛,gullevek,39158.0,623.0,529.0,42.0,real,genuine
11727,755116.0,50737284.0,4,2253.0,755116.0,呉⚛,gullevek,39158.0,623.0,529.0,42.0,real,genuine,2971.0,50737284.0,Pig behind a desk,pigbehindadesk,35421.0,786.0,718.0,10463.0,real,genuine
11756,755116.0,118386377.0,14,2253.0,755116.0,呉⚛,gullevek,39158.0,623.0,529.0,42.0,real,genuine,2630.0,118386377.0,Laura Liverani,lauraliverani,504.0,223.0,223.0,95.0,real,genuine
11757,755116.0,12922462.0,24,2253.0,755116.0,呉⚛,gullevek,39158.0,623.0,529.0,42.0,real,genuine,1556.0,12922462.0,XinJeisan,XinJeisan,53749.0,1361.0,1492.0,9321.0,real,genuine
11799,755746.0,755746.0,2,3111.0,755746.0,Sarah Friedlander G.,sarahfriedland,18035.0,1620.0,591.0,361.0,real,genuine,3111.0,755746.0,Sarah Friedlander G.,sarahfriedland,18035.0,1620.0,591.0,361.0,real,genuine
11881,755746.0,17608721.0,21,3111.0,755746.0,Sarah Friedlander G.,sarahfriedland,18035.0,1620.0,591.0,361.0,real,genuine,2716.0,17608721.0,Mauricio Romero,marf_14,1307.0,118.0,399.0,241.0,real,genuine
12033,785080.0,785080.0,7,3370.0,785080.0,W H,waxbanks,22496.0,821.0,552.0,5897.0,real,genuine,3370.0,785080.0,W H,waxbanks,22496.0,821.0,552.0,5897.0,real,genuine
12248,806585.0,806585.0,9,1947.0,806585.0,Christopher Mahan,chris_mahan,29997.0,558.0,674.0,6414.0,real,genuine,1947.0,806585.0,Christopher Mahan,chris_mahan,29997.0,558.0,674.0,6414.0,real,genuine
12648,806975.0,806975.0,46,2819.0,806975.0,Mrinal Desai,mrinaldesai,28400.0,8375.0,503.0,2497.0,real,genuine,2819.0,806975.0,Mrinal Desai,mrinaldesai,28400.0,8375.0,503.0,2497.0,real,genuine
13017,887281.0,887281.0,37,1123.0,887281.0,Paul Youlten,Payo,626.0,236.0,300.0,16.0,real,genuine,1123.0,887281.0,Paul Youlten,Payo,626.0,236.0,300.0,16.0,real,genuine
13098,1382561.0,1382561.0,2,2485.0,1382561.0,jojoko,jojoko,8236.0,346.0,1235.0,1744.0,real,genuine,2485.0,1382561.0,jojoko,jojoko,8236.0,346.0,1235.0,1744.0,real,genuine
13571,148022818.0,148022818.0,18,2834.0,148022818.0, Nadeem Mirza,nadeem1885,2496.0,222.0,237.0,79.0,real,genuine,2834.0,148022818.0, Nadeem Mirza,nadeem1885,2496.0,222.0,237.0,79.0,real,genuine
